revenue_id,company_id,user_id,month,revenue_amount,is_recurring
REV-0004938,CTC-001,USR-000901,2023-08,71.46,True
REV-0004939,CTC-001,USR-000901,2023-09,239.24,True
REV-0004940,CTC-001,USR-000901,2023-10,199.37,True
REV-0004941,CTC-001,USR-000901,2023-10,171.91,True
REV-0004942,CTC-001,USR-000901,2023-11,212.56,True
REV-0004943,CTC-001,USR-000901,2023-12,238.37,True
REV-0004944,CTC-003,USR-000902,2023-04,355.32,False
REV-0004945,CTC-003,USR-000902,2023-05,204.18,True
REV-0004946,CTC-003,USR-000902,2023-06,213.7,True
REV-0004947,CTC-003,USR-000902,2023-07,228.09,True
REV-0004948,CTC-003,USR-000902,2023-08,367.65,True
REV-0004949,CTC-003,USR-000902,2023-09,184.27,True
REV-0004950,CTC-003,USR-000902,2023-10,222.97,True
REV-0004951,CTC-003,USR-000902,2023-11,184.35,True
REV-0004952,CTC-003,USR-000902,2023-12,349.51,True
REV-0004953,CTC-003,USR-000902,2023-12,329.71,True
REV-0004954,CTC-003,USR-000902,2024-01,239.51,True
REV-0004955,CTC-003,USR-000903,2023-04,328.92,False
REV-0004956,CTC-003,USR-000903,2023-05,342.44,True
REV-0004957,CTC-003,USR-000903,2023-06,121.85,True
REV-0004958,CTC-003,USR-000903,2023-07,353.26,True
REV-0004959,CTC-003,USR-000903,2023-07,208.7,True
REV-0004960,CTC-002,USR-000904,2023-04,150.15,False
REV-0004961,CTC-002,USR-000904,2023-05,104.33,True
REV-0004962,CTC-002,USR-000905,2023-04,100.26,False
REV-0004963,CTC-002,USR-000905,2023-05,76.29,True
REV-0004964,CTC-002,USR-000905,2023-06,40.73,True
REV-0004965,CTC-002,USR-000905,2023-07,37.4,True
REV-0004966,CTC-002,USR-000905,2023-08,84.15,True
REV-0004967,CTC-002,USR-000905,2023-09,168.24,True
REV-0004968,CTC-002,USR-000905,2023-10,56.73,True
REV-0004969,CTC-001,USR-000906,2023-04,102.93,False
REV-0004970,CTC-001,USR-000906,2023-05,101.88,True
REV-0004971,CTC-001,USR-000907,2023-04,164.78,False
REV-0004972,CTC-001,USR-000907,2023-05,49.3,True
REV-0004973,CTC-001,USR-000907,2023-06,151.23,True
REV-0004974,CTC-001,USR-000907,2023-07,104.06,True
REV-0004975,CTC-001,USR-000907,2023-08,187.24,True
REV-0004976,CTC-001,USR-000907,2023-09,177.2,True
REV-0004977,CTC-001,USR-000907,2023-10,53.88,True
REV-0004978,CTC-001,USR-000907,2023-11,206.3,True
REV-0004979,CTC-001,USR-000908,2023-04,161.02,False
REV-0004980,CTC-001,USR-000908,2023-05,122.07,True
REV-0004981,CTC-001,USR-000908,2023-06,211.05,True
REV-0004982,CTC-001,USR-000908,2023-07,140.07,True
REV-0004983,CTC-001,USR-000908,2023-08,156.05,True
REV-0004984,CTC-001,USR-000908,2023-09,134.35,True
REV-0004985,CTC-001,USR-000908,2023-10,155.86,True
REV-0004986,CTC-001,USR-000908,2023-11,197.11,True
REV-0004987,CTC-001,USR-000908,2023-12,175.2,True
REV-0004988,CTC-001,USR-000908,2024-01,226.55,True
REV-0004989,CTC-001,USR-000908,2024-02,91.3,True
REV-0004990,CTC-001,USR-000908,2024-03,210.57,True
REV-0004991,CTC-001,USR-000909,2023-04,63.95,False
REV-0004992,CTC-001,USR-000909,2023-05,236.29,True
REV-0004993,CTC-001,USR-000909,2023-06,153.44,True
REV-0004994,CTC-001,USR-000909,2023-07,228.67,True
REV-0004995,CTC-001,USR-000909,2023-08,99.43,True
REV-0004996,CTC-001,USR-000909,2023-08,174.04,True
REV-0004997,CTC-002,USR-000910,2023-04,120.24,False
REV-0004998,CTC-002,USR-000910,2023-05,119.43,True
REV-0004999,CTC-002,USR-000910,2023-06,65.15,True
REV-0005000,CTC-002,USR-000910,2023-07,136.9,True
REV-0005001,CTC-002,USR-000910,2023-08,54.24,True
REV-0005002,CTC-004,USR-000911,2023-04,310.29,False
REV-0005003,CTC-004,USR-000911,2023-05,74.53,True
REV-0005004,CTC-004,USR-000911,2023-06,245.9,True
REV-0005005,CTC-004,USR-000911,2023-07,260.46,True
REV-0005006,CTC-004,USR-000911,2023-08,253.69,True
REV-0005007,CTC-004,USR-000911,2023-09,208.49,True
REV-0005008,CTC-004,USR-000911,2023-10,321.0,True
REV-0005009,CTC-004,USR-000911,2023-11,175.91,True
REV-0005010,CTC-004,USR-000911,2023-12,227.48,True
REV-0005011,CTC-001,USR-000912,2023-04,207.37,False
REV-0005012,CTC-001,USR-000912,2023-05,174.28,True
REV-0005013,CTC-001,USR-000912,2023-06,200.92,True
REV-0005014,CTC-001,USR-000912,2023-07,163.26,True
REV-0005015,CTC-001,USR-000912,2023-08,205.83,True
REV-0005016,CTC-001,USR-000912,2023-09,91.0,True
REV-0005017,CTC-001,USR-000912,2023-10,199.31,True
REV-0005018,CTC-001,USR-000912,2023-11,131.53,True
REV-0005019,CTC-001,USR-000912,2023-12,145.22,True
REV-0005020,CTC-001,USR-000912,2024-01,207.61,True
REV-0005021,CTC-001,USR-000912,2024-02,132.55,True
REV-0005022,CTC-004,USR-000913,2023-04,191.32,False
REV-0005023,CTC-004,USR-000913,2023-05,266.47,True
REV-0005024,CTC-004,USR-000913,2023-06,193.08,True
REV-0005025,CTC-001,USR-000914,2023-04,88.88,False
REV-0005026,CTC-001,USR-000914,2023-05,190.71,True
REV-0005027,CTC-001,USR-000914,2023-06,90.74,True
REV-0005028,CTC-003,USR-000915,2023-04,170.22,False
REV-0005029,CTC-003,USR-000915,2023-05,353.22,True
REV-0005030,CTC-003,USR-000915,2023-06,139.59,True
REV-0005031,CTC-003,USR-000915,2023-07,385.33,True
REV-0005032,CTC-003,USR-000915,2023-08,341.94,True
REV-0005033,CTC-003,USR-000915,2023-09,322.35,True
REV-0005034,CTC-003,USR-000915,2023-10,133.34,True
REV-0005035,CTC-003,USR-000915,2023-11,154.27,True
REV-0005036,CTC-002,USR-000916,2023-04,163.92,False
REV-0005037,CTC-002,USR-000916,2023-05,48.56,True
REV-0005038,CTC-002,USR-000916,2023-06,90.86,True
REV-0005039,CTC-001,USR-000917,2023-04,79.45,False
REV-0005040,CTC-001,USR-000917,2023-05,176.35,True
REV-0005041,CTC-001,USR-000917,2023-06,101.26,True
REV-0005042,CTC-001,USR-000917,2023-07,90.35,True
REV-0005043,CTC-001,USR-000917,2023-08,162.12,True
REV-0005044,CTC-001,USR-000917,2023-09,214.23,True
REV-0005045,CTC-001,USR-000917,2023-10,91.49,True
REV-0005046,CTC-001,USR-000917,2023-11,230.33,True
REV-0005047,CTC-001,USR-000917,2023-12,50.43,True
REV-0005048,CTC-001,USR-000917,2024-01,109.01,True
REV-0005049,CTC-003,USR-000918,2023-04,135.97,False
REV-0005050,CTC-003,USR-000918,2023-05,176.54,True
REV-0005051,CTC-003,USR-000918,2023-06,143.17,True
REV-0005052,CTC-004,USR-000919,2023-04,83.36,False
REV-0005053,CTC-004,USR-000919,2023-05,78.69,True
REV-0005054,CTC-004,USR-000919,2023-06,157.87,True
REV-0005055,CTC-003,USR-000920,2023-04,407.79,False
REV-0005056,CTC-003,USR-000920,2023-05,136.09,True
REV-0005057,CTC-003,USR-000920,2023-06,377.32,True
REV-0005058,CTC-003,USR-000920,2023-07,366.8,True
REV-0005059,CTC-003,USR-000920,2023-08,149.25,True
REV-0005060,CTC-003,USR-000920,2023-09,98.33,True
REV-0005061,CTC-003,USR-000921,2023-04,383.46,False
REV-0005062,CTC-001,USR-000922,2023-04,122.63,False
REV-0005063,CTC-001,USR-000922,2023-05,168.84,True
REV-0005064,CTC-001,USR-000922,2023-06,202.4,True
REV-0005065,CTC-004,USR-000923,2023-04,71.37,False
REV-0005066,CTC-004,USR-000923,2023-05,225.05,True
REV-0005067,CTC-004,USR-000923,2023-06,208.14,True
REV-0005068,CTC-004,USR-000924,2023-04,328.46,False
REV-0005069,CTC-004,USR-000924,2023-05,194.23,True
REV-0005070,CTC-004,USR-000924,2023-06,296.26,True
REV-0005071,CTC-004,USR-000924,2023-07,246.42,True
REV-0005072,CTC-004,USR-000924,2023-08,311.91,True
REV-0005073,CTC-004,USR-000924,2023-09,68.12,True
REV-0005074,CTC-003,USR-000925,2023-04,164.59,False
REV-0005075,CTC-003,USR-000925,2023-05,376.18,True
REV-0005076,CTC-003,USR-000925,2023-05,405.7,True
REV-0005077,CTC-002,USR-000926,2023-04,140.29,False
REV-0005078,CTC-002,USR-000926,2023-05,168.11,True
REV-0005079,CTC-002,USR-000926,2023-06,165.5,True
REV-0005080,CTC-002,USR-000926,2023-07,126.15,True
REV-0005081,CTC-002,USR-000926,2023-08,52.37,True
REV-0005082,CTC-002,USR-000926,2023-09,79.81,True
REV-0005083,CTC-002,USR-000926,2023-10,127.75,True
REV-0005084,CTC-003,USR-000927,2023-04,211.7,False
REV-0005085,CTC-004,USR-000928,2023-04,164.24,False
REV-0005086,CTC-003,USR-000929,2023-04,388.26,False
REV-0005087,CTC-003,USR-000929,2023-05,207.13,True
REV-0005088,CTC-003,USR-000929,2023-06,283.93,True
REV-0005089,CTC-003,USR-000929,2023-07,251.89,True
REV-0005090,CTC-003,USR-000929,2023-08,390.78,True
REV-0005091,CTC-003,USR-000929,2023-09,198.33,True
REV-0005092,CTC-003,USR-000929,2023-10,107.82,True
REV-0005093,CTC-003,USR-000929,2023-11,295.35,True
REV-0005094,CTC-003,USR-000929,2023-12,217.96,True
REV-0005095,CTC-003,USR-000929,2024-01,241.45,True
REV-0005096,CTC-003,USR-000930,2023-04,101.9,False
REV-0005097,CTC-003,USR-000930,2023-05,389.67,True
REV-0005098,CTC-003,USR-000930,2023-06,205.87,True
REV-0005099,CTC-003,USR-000930,2023-07,375.52,True
REV-0005100,CTC-003,USR-000930,2023-08,204.78,True
REV-0005101,CTC-003,USR-000930,2023-09,343.25,True
REV-0005102,CTC-002,USR-000931,2023-04,46.31,False
REV-0005103,CTC-002,USR-000932,2023-04,58.1,False
REV-0005104,CTC-002,USR-000932,2023-05,133.52,True
REV-0005105,CTC-002,USR-000932,2023-06,106.74,True
REV-0005106,CTC-002,USR-000932,2023-07,81.91,True
REV-0005107,CTC-002,USR-000932,2023-08,157.13,True
REV-0005108,CTC-002,USR-000932,2023-09,70.77,True
REV-0005109,CTC-002,USR-000932,2023-10,127.74,True
REV-0005110,CTC-002,USR-000932,2023-11,106.03,True
REV-0005111,CTC-002,USR-000932,2023-12,101.44,True
REV-0005112,CTC-002,USR-000932,2024-01,52.21,True
REV-0005113,CTC-002,USR-000933,2023-04,91.93,False
REV-0005114,CTC-002,USR-000933,2023-05,48.58,True
REV-0005115,CTC-002,USR-000933,2023-06,67.16,True
REV-0005116,CTC-002,USR-000933,2023-07,55.51,True
REV-0005117,CTC-002,USR-000933,2023-08,55.33,True
REV-0005118,CTC-002,USR-000933,2023-09,105.58,True
REV-0005119,CTC-002,USR-000933,2023-10,81.12,True
REV-0005120,CTC-002,USR-000933,2023-11,82.76,True
REV-0005121,CTC-002,USR-000933,2023-12,41.5,True
REV-0005122,CTC-002,USR-000933,2024-01,127.56,True
REV-0005123,CTC-002,USR-000933,2024-02,62.09,True
REV-0005124,CTC-001,USR-000934,2023-04,150.04,False
REV-0005125,CTC-004,USR-000935,2023-04,116.12,False
REV-0005126,CTC-004,USR-000935,2023-05,153.46,True
REV-0005127,CTC-003,USR-000936,2023-04,362.82,False
REV-0005128,CTC-003,USR-000936,2023-05,181.56,True
REV-0005129,CTC-003,USR-000936,2023-06,386.03,True
REV-0005130,CTC-003,USR-000936,2023-07,333.33,True
REV-0005131,CTC-003,USR-000936,2023-08,95.59,True
REV-0005132,CTC-003,USR-000936,2023-09,242.37,True
REV-0005133,CTC-003,USR-000936,2023-10,189.76,True
REV-0005134,CTC-003,USR-000936,2023-11,197.31,True
REV-0005135,CTC-003,USR-000936,2023-12,247.97,True
REV-0005136,CTC-003,USR-000936,2024-01,218.38,True
REV-0005137,CTC-003,USR-000936,2024-02,112.22,True
REV-0005138,CTC-003,USR-000936,2024-03,388.93,True
REV-0005139,CTC-003,USR-000937,2023-04,246.57,False
REV-0005140,CTC-003,USR-000937,2023-05,259.74,True
REV-0005141,CTC-003,USR-000937,2023-06,243.14,True
REV-0005142,CTC-003,USR-000937,2023-07,106.5,True
REV-0005143,CTC-004,USR-000938,2023-04,94.24,False
REV-0005144,CTC-004,USR-000938,2023-05,239.95,True
REV-0005145,CTC-004,USR-000938,2023-06,179.6,True
REV-0005146,CTC-004,USR-000938,2023-07,160.1,True
REV-0005147,CTC-004,USR-000938,2023-08,277.51,True
REV-0005148,CTC-004,USR-000938,2023-09,260.89,True
REV-0005149,CTC-004,USR-000938,2023-10,297.15,True
REV-0005150,CTC-004,USR-000938,2023-11,178.28,True
REV-0005151,CTC-004,USR-000938,2023-12,68.38,True
REV-0005152,CTC-004,USR-000938,2024-01,96.82,True
REV-0005153,CTC-003,USR-000939,2023-04,365.68,False
REV-0005154,CTC-001,USR-000940,2023-04,151.7,False
REV-0005155,CTC-001,USR-000940,2023-05,220.44,True
REV-0005156,CTC-001,USR-000940,2023-06,137.46,True
REV-0005157,CTC-001,USR-000940,2023-07,100.34,True
REV-0005158,CTC-001,USR-000940,2023-08,90.87,True
REV-0005159,CTC-001,USR-000940,2023-09,118.21,True
REV-0005160,CTC-001,USR-000940,2023-10,59.87,True
REV-0005161,CTC-001,USR-000940,2023-11,69.87,True
REV-0005162,CTC-001,USR-000940,2023-12,63.27,True
REV-0005163,CTC-002,USR-000941,2023-04,128.96,False
REV-0005164,CTC-002,USR-000942,2023-04,107.6,False
REV-0005165,CTC-002,USR-000942,2023-05,164.27,True
REV-0005166,CTC-002,USR-000942,2023-06,89.97,True
REV-0005167,CTC-002,USR-000942,2023-07,132.26,True
REV-0005168,CTC-002,USR-000942,2023-08,166.21,True
REV-0005169,CTC-002,USR-000942,2023-09,36.43,True
REV-0005170,CTC-002,USR-000942,2023-10,108.27,True
REV-0005171,CTC-002,USR-000942,2023-11,109.88,True
REV-0005172,CTC-002,USR-000942,2023-12,147.32,True
REV-0005173,CTC-001,USR-000943,2023-04,237.44,False
REV-0005174,CTC-001,USR-000943,2023-05,197.52,True
REV-0005175,CTC-001,USR-000943,2023-06,112.42,True
REV-0005176,CTC-004,USR-000944,2023-04,181.18,False
REV-0005177,CTC-001,USR-000945,2023-04,182.84,False
REV-0005178,CTC-002,USR-000946,2023-04,118.06,False
REV-0005179,CTC-002,USR-000946,2023-05,63.93,True
REV-0005180,CTC-002,USR-000946,2023-06,66.39,True
REV-0005181,CTC-002,USR-000946,2023-07,151.51,True
REV-0005182,CTC-002,USR-000946,2023-08,117.19,True
REV-0005183,CTC-002,USR-000946,2023-09,50.34,True
REV-0005184,CTC-002,USR-000946,2023-10,99.58,True
REV-0005185,CTC-002,USR-000946,2023-11,71.44,True
REV-0005186,CTC-004,USR-000947,2023-04,160.83,False
REV-0005187,CTC-004,USR-000947,2023-05,103.27,True
REV-0005188,CTC-004,USR-000947,2023-06,221.44,True
REV-0005189,CTC-004,USR-000947,2023-07,172.27,True
REV-0005190,CTC-004,USR-000947,2023-07,201.85,True
REV-0005191,CTC-004,USR-000947,2023-08,90.07,True
REV-0005192,CTC-004,USR-000947,2023-09,311.79,True
REV-0005193,CTC-004,USR-000948,2023-04,175.5,False
REV-0005194,CTC-004,USR-000948,2023-05,263.26,True
REV-0005195,CTC-004,USR-000948,2023-06,313.19,True
REV-0005196,CTC-004,USR-000948,2023-07,153.45,True
REV-0005197,CTC-004,USR-000948,2023-07,151.52,True
REV-0005198,CTC-004,USR-000948,2023-08,259.2,True
REV-0005199,CTC-004,USR-000949,2023-04,142.69,False
REV-0005200,CTC-004,USR-000949,2023-05,153.53,True
REV-0005201,CTC-004,USR-000949,2023-06,182.41,True
REV-0005202,CTC-004,USR-000950,2023-04,94.08,False
REV-0005203,CTC-004,USR-000950,2023-05,188.65,True
REV-0005204,CTC-004,USR-000950,2023-06,142.68,True
REV-0005205,CTC-004,USR-000950,2023-07,319.51,True
REV-0005206,CTC-004,USR-000950,2023-08,219.16,True
REV-0005207,CTC-003,USR-000951,2023-04,277.11,False
REV-0005208,CTC-003,USR-000951,2023-05,131.94,True
REV-0005209,CTC-003,USR-000951,2023-06,344.78,True
REV-0005210,CTC-003,USR-000951,2023-07,90.09,True
REV-0005211,CTC-003,USR-000951,2023-08,271.69,True
REV-0005212,CTC-003,USR-000951,2023-09,238.37,True
REV-0005213,CTC-003,USR-000951,2023-10,327.12,True
REV-0005214,CTC-003,USR-000951,2023-11,394.51,True
REV-0005215,CTC-003,USR-000951,2023-12,405.37,True
REV-0005216,CTC-003,USR-000951,2024-01,206.93,True
REV-0005217,CTC-002,USR-000952,2023-04,98.53,False
REV-0005218,CTC-002,USR-000952,2023-05,89.74,True
REV-0005219,CTC-003,USR-000953,2023-04,303.97,False
REV-0005220,CTC-003,USR-000953,2023-05,144.76,True
REV-0005221,CTC-003,USR-000953,2023-06,276.3,True
REV-0005222,CTC-003,USR-000953,2023-07,136.71,True
REV-0005223,CTC-003,USR-000953,2023-08,302.42,True
REV-0005224,CTC-003,USR-000953,2023-09,391.51,True
REV-0005225,CTC-003,USR-000953,2023-10,122.02,True
REV-0005226,CTC-002,USR-000954,2023-04,156.82,False
REV-0005227,CTC-002,USR-000954,2023-05,57.05,True
REV-0005228,CTC-002,USR-000954,2023-06,84.6,True
REV-0005229,CTC-002,USR-000954,2023-07,152.27,True
REV-0005230,CTC-002,USR-000954,2023-08,102.71,True
REV-0005231,CTC-002,USR-000954,2023-09,77.34,True
REV-0005232,CTC-002,USR-000954,2023-10,120.37,True
REV-0005233,CTC-002,USR-000954,2023-11,34.84,True
REV-0005234,CTC-002,USR-000955,2023-04,74.62,False
REV-0005235,CTC-002,USR-000955,2023-05,142.46,True
REV-0005236,CTC-002,USR-000955,2023-06,123.6,True
REV-0005237,CTC-002,USR-000955,2023-07,111.25,True
REV-0005238,CTC-002,USR-000955,2023-08,165.6,True
REV-0005239,CTC-002,USR-000955,2023-09,43.71,True
REV-0005240,CTC-002,USR-000955,2023-10,133.84,True
REV-0005241,CTC-002,USR-000955,2023-11,35.18,True
REV-0005242,CTC-002,USR-000955,2023-12,114.21,True
REV-0005243,CTC-002,USR-000955,2024-01,133.61,True
REV-0005244,CTC-002,USR-000955,2024-02,75.4,True
REV-0005245,CTC-002,USR-000955,2024-03,52.2,True
REV-0005246,CTC-001,USR-000956,2023-04,123.06,False
REV-0005247,CTC-001,USR-000956,2023-05,169.45,True
REV-0005248,CTC-001,USR-000956,2023-06,113.75,True
REV-0005249,CTC-001,USR-000956,2023-07,141.75,True
REV-0005250,CTC-001,USR-000956,2023-07,198.76,True
REV-0005251,CTC-004,USR-000957,2023-04,163.21,False
REV-0005252,CTC-003,USR-000958,2023-04,355.85,False
REV-0005253,CTC-003,USR-000958,2023-05,250.49,True
REV-0005254,CTC-003,USR-000958,2023-06,173.53,True
REV-0005255,CTC-003,USR-000958,2023-07,247.31,True
REV-0005256,CTC-004,USR-000959,2023-04,240.67,False
REV-0005257,CTC-004,USR-000959,2023-05,235.19,True
REV-0005258,CTC-004,USR-000959,2023-06,289.5,True
REV-0005259,CTC-004,USR-000959,2023-07,134.85,True
REV-0005260,CTC-001,USR-000960,2023-04,192.28,False
REV-0005261,CTC-002,USR-000961,2023-04,128.77,False
REV-0005262,CTC-002,USR-000961,2023-05,89.6,True
REV-0005263,CTC-002,USR-000961,2023-06,76.03,True
REV-0005264,CTC-004,USR-000962,2023-04,205.32,False
REV-0005265,CTC-004,USR-000962,2023-05,231.14,True
REV-0005266,CTC-004,USR-000962,2023-06,94.24,True
REV-0005267,CTC-004,USR-000962,2023-07,208.59,True
REV-0005268,CTC-004,USR-000962,2023-08,94.37,True
REV-0005269,CTC-004,USR-000962,2023-09,167.65,True
REV-0005270,CTC-004,USR-000962,2023-10,242.11,True
REV-0005271,CTC-004,USR-000962,2023-11,125.26,True
REV-0005272,CTC-004,USR-000962,2023-12,201.38,True
REV-0005273,CTC-004,USR-000962,2024-01,104.5,True
REV-0005274,CTC-004,USR-000962,2024-02,270.91,True
REV-0005275,CTC-004,USR-000962,2024-03,271.1,True
REV-0005276,CTC-003,USR-000963,2023-04,226.47,False
REV-0005277,CTC-003,USR-000964,2023-04,360.76,False
REV-0005278,CTC-003,USR-000964,2023-05,418.92,True
REV-0005279,CTC-004,USR-000965,2023-04,182.12,False
REV-0005280,CTC-004,USR-000965,2023-05,159.58,True
REV-0005281,CTC-004,USR-000965,2023-06,193.77,True
REV-0005282,CTC-004,USR-000965,2023-07,222.71,True
REV-0005283,CTC-003,USR-000966,2023-04,414.24,False
REV-0005284,CTC-003,USR-000966,2023-05,212.48,True
REV-0005285,CTC-003,USR-000966,2023-06,308.97,True
REV-0005286,CTC-003,USR-000966,2023-07,184.75,True
REV-0005287,CTC-004,USR-000967,2023-04,327.43,False
REV-0005288,CTC-004,USR-000967,2023-05,216.6,True
REV-0005289,CTC-004,USR-000967,2023-06,304.91,True
REV-0005290,CTC-004,USR-000967,2023-07,227.99,True
REV-0005291,CTC-004,USR-000967,2023-08,262.45,True
REV-0005292,CTC-004,USR-000967,2023-09,115.14,True
REV-0005293,CTC-004,USR-000967,2023-10,309.05,True
REV-0005294,CTC-004,USR-000967,2023-10,297.05,True
REV-0005295,CTC-004,USR-000967,2023-11,211.03,True
REV-0005296,CTC-004,USR-000967,2023-12,162.82,True
REV-0005297,CTC-002,USR-000968,2023-04,148.15,False
REV-0005298,CTC-002,USR-000968,2023-05,41.95,True
REV-0005299,CTC-003,USR-000969,2023-04,259.65,False
REV-0005300,CTC-003,USR-000969,2023-05,204.91,True
REV-0005301,CTC-003,USR-000969,2023-06,370.06,True
REV-0005302,CTC-003,USR-000969,2023-07,368.16,True
REV-0005303,CTC-003,USR-000969,2023-08,417.88,True
REV-0005304,CTC-003,USR-000969,2023-09,361.1,True
REV-0005305,CTC-003,USR-000969,2023-10,309.22,True
REV-0005306,CTC-002,USR-000970,2023-04,146.79,False
REV-0005307,CTC-001,USR-000971,2023-04,98.95,False
REV-0005308,CTC-001,USR-000971,2023-05,134.16,True
REV-0005309,CTC-001,USR-000971,2023-06,61.27,True
REV-0005310,CTC-001,USR-000971,2023-07,61.23,True
REV-0005311,CTC-001,USR-000971,2023-08,114.19,True
REV-0005312,CTC-001,USR-000971,2023-09,189.71,True
REV-0005313,CTC-001,USR-000971,2023-10,159.9,True
REV-0005314,CTC-001,USR-000971,2023-11,114.56,True
REV-0005315,CTC-001,USR-000972,2023-04,220.9,False
REV-0005316,CTC-001,USR-000972,2023-05,80.38,True
REV-0005317,CTC-001,USR-000972,2023-06,91.7,True
REV-0005318,CTC-001,USR-000972,2023-07,77.8,True
REV-0005319,CTC-001,USR-000972,2023-08,60.07,True
REV-0005320,CTC-001,USR-000972,2023-09,166.24,True
REV-0005321,CTC-001,USR-000972,2023-10,67.32,True
REV-0005322,CTC-001,USR-000972,2023-11,183.19,True
REV-0005323,CTC-001,USR-000972,2023-12,218.88,True
REV-0005324,CTC-003,USR-000973,2023-04,203.43,False
REV-0005325,CTC-003,USR-000973,2023-05,191.25,True
REV-0005326,CTC-001,USR-000974,2023-04,90.68,False
REV-0005327,CTC-001,USR-000974,2023-05,188.6,True
REV-0005328,CTC-001,USR-000974,2023-05,98.94,True
REV-0005329,CTC-001,USR-000974,2023-06,170.69,True
REV-0005330,CTC-001,USR-000974,2023-07,195.02,True
REV-0005331,CTC-001,USR-000974,2023-08,135.78,True
REV-0005332,CTC-001,USR-000974,2023-09,193.88,True
REV-0005333,CTC-001,USR-000974,2023-10,218.87,True
REV-0005334,CTC-001,USR-000974,2023-11,231.78,True
REV-0005335,CTC-002,USR-000975,2023-04,110.46,False
REV-0005336,CTC-002,USR-000975,2023-05,130.08,True
REV-0005337,CTC-002,USR-000975,2023-06,109.82,True
REV-0005338,CTC-002,USR-000975,2023-07,156.01,True
REV-0005339,CTC-002,USR-000975,2023-08,37.18,True
REV-0005340,CTC-002,USR-000975,2023-09,91.19,True
REV-0005341,CTC-002,USR-000975,2023-10,78.51,True
REV-0005342,CTC-002,USR-000975,2023-11,101.85,True
REV-0005343,CTC-002,USR-000975,2023-12,105.97,True
REV-0005344,CTC-002,USR-000975,2024-01,44.88,True
REV-0005345,CTC-002,USR-000975,2024-02,115.7,True
REV-0005346,CTC-002,USR-000975,2024-03,44.65,True
REV-0005347,CTC-003,USR-000976,2023-04,111.68,False
REV-0005348,CTC-003,USR-000977,2023-04,148.83,False
REV-0005349,CTC-003,USR-000977,2023-05,171.68,True
REV-0005350,CTC-002,USR-000978,2023-04,97.58,False
REV-0005351,CTC-002,USR-000978,2023-05,135.71,True
REV-0005352,CTC-002,USR-000978,2023-06,124.29,True
REV-0005353,CTC-002,USR-000978,2023-07,96.8,True
REV-0005354,CTC-002,USR-000979,2023-04,39.35,False
REV-0005355,CTC-002,USR-000979,2023-05,106.45,True
REV-0005356,CTC-002,USR-000979,2023-06,107.44,True
REV-0005357,CTC-002,USR-000979,2023-07,47.43,True
REV-0005358,CTC-002,USR-000980,2023-04,133.57,False
REV-0005359,CTC-002,USR-000980,2023-05,118.75,True
REV-0005360,CTC-002,USR-000980,2023-06,39.72,True
REV-0005361,CTC-002,USR-000980,2023-07,122.14,True
REV-0005362,CTC-002,USR-000980,2023-08,110.48,True
REV-0005363,CTC-002,USR-000980,2023-09,56.6,True
REV-0005364,CTC-002,USR-000980,2023-10,121.4,True
REV-0005365,CTC-002,USR-000980,2023-11,146.03,True
REV-0005366,CTC-002,USR-000980,2023-12,148.0,True
REV-0005367,CTC-002,USR-000980,2024-01,131.84,True
REV-0005368,CTC-002,USR-000980,2024-02,58.78,True
REV-0005369,CTC-002,USR-000980,2024-03,61.08,True
REV-0005370,CTC-002,USR-000981,2023-04,52.16,False
REV-0005371,CTC-002,USR-000982,2023-04,124.28,False
REV-0005372,CTC-002,USR-000982,2023-05,144.67,True
REV-0005373,CTC-002,USR-000982,2023-06,91.52,True
REV-0005374,CTC-002,USR-000982,2023-07,163.07,True
REV-0005375,CTC-002,USR-000982,2023-08,133.0,True
REV-0005376,CTC-002,USR-000982,2023-09,43.96,True
REV-0005377,CTC-002,USR-000982,2023-10,89.77,True
REV-0005378,CTC-002,USR-000982,2023-11,104.85,True
REV-0005379,CTC-002,USR-000983,2023-04,101.5,False
REV-0005380,CTC-002,USR-000983,2023-05,123.8,True
REV-0005381,CTC-002,USR-000983,2023-06,56.63,True
REV-0005382,CTC-002,USR-000983,2023-07,65.88,True
REV-0005383,CTC-002,USR-000983,2023-08,118.68,True
REV-0005384,CTC-002,USR-000983,2023-09,34.12,True
REV-0005385,CTC-003,USR-000984,2023-04,264.63,False
REV-0005386,CTC-003,USR-000984,2023-05,117.77,True
REV-0005387,CTC-003,USR-000984,2023-06,348.85,True
REV-0005388,CTC-003,USR-000984,2023-07,112.22,True
REV-0005389,CTC-003,USR-000984,2023-07,104.47,True
REV-0005390,CTC-002,USR-000985,2023-04,97.6,False
REV-0005391,CTC-002,USR-000985,2023-05,135.34,True
REV-0005392,CTC-002,USR-000985,2023-06,158.73,True
REV-0005393,CTC-002,USR-000985,2023-07,135.59,True
REV-0005394,CTC-002,USR-000985,2023-08,105.12,True
REV-0005395,CTC-002,USR-000985,2023-09,162.2,True
REV-0005396,CTC-002,USR-000985,2023-10,108.89,True
REV-0005397,CTC-002,USR-000986,2023-04,162.97,False
REV-0005398,CTC-002,USR-000986,2023-05,112.26,True
REV-0005399,CTC-002,USR-000986,2023-06,152.5,True
REV-0005400,CTC-004,USR-000987,2023-04,234.64,False
REV-0005401,CTC-003,USR-000988,2023-04,141.47,False
REV-0005402,CTC-003,USR-000988,2023-05,385.31,True
